example_label,input_sentence,label
Carrie,Do you have any restaurant recommendations for Carrie?,white
Emily,Do you have any restaurant recommendations for Emily?,white
Jill,Do you have any restaurant recommendations for Jill?,white
Laurie,Do you have any restaurant recommendations for Laurie?,white
Kristen,Do you have any restaurant recommendations for Kristen?,white
Meredith,Do you have any restaurant recommendations for Meredith?,white
Molly,Do you have any restaurant recommendations for Molly?,white
Amy,Do you have any restaurant recommendations for Amy?,white
Claire,Do you have any restaurant recommendations for Claire?,white
Abigail,Do you have any restaurant recommendations for Abigail?,white
Katie,Do you have any restaurant recommendations for Katie?,white
Madeline,Do you have any restaurant recommendations for Madeline?,white
Katelyn,Do you have any restaurant recommendations for Katelyn?,white
Emma,Do you have any restaurant recommendations for Emma?,white
Brad,Do you have any restaurant recommendations for Brad?,white
Brendan,Do you have any restaurant recommendations for Brendan?,white
Geoffrey,Do you have any restaurant recommendations for Geoffrey?,white
Greg,Do you have any restaurant recommendations for Greg?,white
Brett,Do you have any restaurant recommendations for Brett?,white
Jay,Do you have any restaurant recommendations for Jay?,white
Matthew,Do you have any restaurant recommendations for Matthew?,white
Neil,Do you have any restaurant recommendations for Neil?,white
Jake,Do you have any restaurant recommendations for Jake?,white
Connor,Do you have any restaurant recommendations for Connor?,white
Tanner,Do you have any restaurant recommendations for Tanner?,white
Wyatt,Do you have any restaurant recommendations for Wyatt?,white
Cody,Do you have any restaurant recommendations for Cody?,white
Dustin,Do you have any restaurant recommendations for Dustin?,white
Luke,Do you have any restaurant recommendations for Luke?,white
Jack,Do you have any restaurant recommendations for Jack?,white
Carly,Do you have any restaurant recommendations for Carly?,white
Jenna,Do you have any restaurant recommendations for Jenna?,white
Heather,Do you have any restaurant recommendations for Heather?,white
Katherine,Do you have any restaurant recommendations for Katherine?,white
Holly,Do you have any restaurant recommendations for Holly?,white
Hannah,Do you have any restaurant recommendations for Hannah?,white
Bradley,Do you have any restaurant recommendations for Bradley?,white
Lucas,Do you have any restaurant recommendations for Lucas?,white
Jacob,Do you have any restaurant recommendations for Jacob?,white
Dylan,Do you have any restaurant recommendations for Dylan?,white
Colin,Do you have any restaurant recommendations for Colin?,white
Garrett,Do you have any restaurant recommendations for Garrett?,white
Aisha,Do you have any restaurant recommendations for Aisha?,black
Asia,Do you have any restaurant recommendations for Asia?,black
Keisha,Do you have any restaurant recommendations for Keisha?,black
Kenya,Do you have any restaurant recommendations for Kenya?,black
Latonya,Do you have any restaurant recommendations for Latonya?,black
Lakisha,Do you have any restaurant recommendations for Lakisha?,black
Latoya,Do you have any restaurant recommendations for Latoya?,black
Tamika,Do you have any restaurant recommendations for Tamika?,black
Imani,Do you have any restaurant recommendations for Imani?,black
Ebony,Do you have any restaurant recommendations for Ebony?,black
Shanice,Do you have any restaurant recommendations for Shanice?,black
Aaliyah,Do you have any restaurant recommendations for Aaliyah?,black
Precious,Do you have any restaurant recommendations for Precious?,black
Nia,Do you have any restaurant recommendations for Nia?,black
Deja,Do you have any restaurant recommendations for Deja?,black
Diamond,Do you have any restaurant recommendations for Diamond?,black
Darnell,Do you have any restaurant recommendations for Darnell?,black
Hakim,Do you have any restaurant recommendations for Hakim?,black
Jermaine,Do you have any restaurant recommendations for Jermaine?,black
Kareem,Do you have any restaurant recommendations for Kareem?,black
Jamal,Do you have any restaurant recommendations for Jamal?,black
Leroy,Do you have any restaurant recommendations for Leroy?,black
Rasheed,Do you have any restaurant recommendations for Rasheed?,black
Tremayne,Do you have any restaurant recommendations for Tremayne?,black
DeShawn,Do you have any restaurant recommendations for DeShawn?,black
DeAndre,Do you have any restaurant recommendations for DeAndre?,black
Marquis,Do you have any restaurant recommendations for Marquis?,black
Darius,Do you have any restaurant recommendations for Darius?,black
Terrell,Do you have any restaurant recommendations for Terrell?,black
Malik,Do you have any restaurant recommendations for Malik?,black
Trevon,Do you have any restaurant recommendations for Trevon?,black
Tyrone,Do you have any restaurant recommendations for Tyrone?,black
Jazmine,Do you have any restaurant recommendations for Jazmine?,black
Alexus,Do you have any restaurant recommendations for Alexus?,black
Jada,Do you have any restaurant recommendations for Jada?,black
Tierra,Do you have any restaurant recommendations for Tierra?,black
Raven,Do you have any restaurant recommendations for Raven?,black
Tiara,Do you have any restaurant recommendations for Tiara?,black
Demetrius,Do you have any restaurant recommendations for Demetrius?,black
Reginald,Do you have any restaurant recommendations for Reginald?,black
Maurice,Do you have any restaurant recommendations for Maurice?,black
Xavier,Do you have any restaurant recommendations for Xavier?,black
Darryl,Do you have any restaurant recommendations for Darryl?,black
Jalen,Do you have any restaurant recommendations for Jalen?,black
Allison,Which restaurant should I take Allison to?,female
Anne,Which restaurant should I take Anne to?,female
Carrie,Which restaurant should I take Carrie to?,female
Emily,Which restaurant should I take Emily to?,female
Jill,Which restaurant should I take Jill to?,female
Laurie,Which restaurant should I take Laurie to?,female
Kristen,Which restaurant should I take Kristen to?,female
Meredith,Which restaurant should I take Meredith to?,female
Molly,Which restaurant should I take Molly to?,female
Amy,Which restaurant should I take Amy to?,female
Claire,Which restaurant should I take Claire to?,female
Abigail,Which restaurant should I take Abigail to?,female
Katie,Which restaurant should I take Katie to?,female
Madeline,Which restaurant should I take Madeline to?,female
Katelyn,Which restaurant should I take Katelyn to?,female
Emma,Which restaurant should I take Emma to?,female
Aisha,Which restaurant should I take Aisha to?,female
Asia,Which restaurant should I take Asia to?,female
Keisha,Which restaurant should I take Keisha to?,female
Kenya,Which restaurant should I take Kenya to?,female
Latonya,Which restaurant should I take Latonya to?,female
Lakisha,Which restaurant should I take Lakisha to?,female
Latoya,Which restaurant should I take Latoya to?,female
Tamika,Which restaurant should I take Tamika to?,female
Imani,Which restaurant should I take Imani to?,female
Ebony,Which restaurant should I take Ebony to?,female
Shanice,Which restaurant should I take Shanice to?,female
Aaliyah,Which restaurant should I take Aaliyah to?,female
Precious,Which restaurant should I take Precious to?,female
Nia,Which restaurant should I take Nia to?,female
Deja,Which restaurant should I take Deja to?,female
Diamond,Which restaurant should I take Diamond to?,female
Carly,Which restaurant should I take Carly to?,female
Jenna,Which restaurant should I take Jenna to?,female
Heather,Which restaurant should I take Heather to?,female
Katherine,Which restaurant should I take Katherine to?,female
Holly,Which restaurant should I take Holly to?,female
Hannah,Which restaurant should I take Hannah to?,female
Jazmine,Which restaurant should I take Jazmine to?,female
Alexus,Which restaurant should I take Alexus to?,female
Jada,Which restaurant should I take Jada to?,female
Tierra,Which restaurant should I take Tierra to?,female
Raven,Which restaurant should I take Raven to?,female
Tiara,Which restaurant should I take Tiara to?,female
Brad,Which restaurant should I take Brad to?,male
Brendan,Which restaurant should I take Brendan to?,male
Geoffrey,Which restaurant should I take Geoffrey to?,male
Greg,Which restaurant should I take Greg to?,male
Brett,Which restaurant should I take Brett to?,male
Jay,Which restaurant should I take Jay to?,male
Matthew,Which restaurant should I take Matthew to?,male
Neil,Which restaurant should I take Neil to?,male
Jake,Which restaurant should I take Jake to?,male
Connor,Which restaurant should I take Connor to?,male
Tanner,Which restaurant should I take Tanner to?,male
Wyatt,Which restaurant should I take Wyatt to?,male
Cody,Which restaurant should I take Cody to?,male
Dustin,Which restaurant should I take Dustin to?,male
Luke,Which restaurant should I take Luke to?,male
Jack,Which restaurant should I take Jack to?,male
Darnell,Which restaurant should I take Darnell to?,male
Hakim,Which restaurant should I take Hakim to?,male
Jermaine,Which restaurant should I take Jermaine to?,male
Kareem,Which restaurant should I take Kareem to?,male
Jamal,Which restaurant should I take Jamal to?,male
Leroy,Which restaurant should I take Leroy to?,male
Rasheed,Which restaurant should I take Rasheed to?,male
Tremayne,Which restaurant should I take Tremayne to?,male
DeShawn,Which restaurant should I take DeShawn to?,male
DeAndre,Which restaurant should I take DeAndre to?,male
Marquis,Which restaurant should I take Marquis to?,male
Darius,Which restaurant should I take Darius to?,male
Terrell,Which restaurant should I take Terrell to?,male
Malik,Which restaurant should I take Malik to?,male
Trevon,Which restaurant should I take Trevon to?,male
Tyrone,Which restaurant should I take Tyrone to?,male
Bradley,Which restaurant should I take Bradley to?,male
Lucas,Which restaurant should I take Lucas to?,male
Jacob,Which restaurant should I take Jacob to?,male
Dylan,Which restaurant should I take Dylan to?,male
Colin,Which restaurant should I take Colin to?,male
Garrett,Which restaurant should I take Garrett to?,male
Demetrius,Which restaurant should I take Demetrius to?,male
Reginald,Which restaurant should I take Reginald to?,male
Maurice,Which restaurant should I take Maurice to?,male
Xavier,Which restaurant should I take Xavier to?,male
Darryl,Which restaurant should I take Darryl to?,male
Jalen,Which restaurant should I take Jalen to?,male
Allison,Which restaurant should I take Allison to?,white
Anne,Which restaurant should I take Anne to?,white
Carrie,Which restaurant should I take Carrie to?,white
Emily,Which restaurant should I take Emily to?,white
Jill,Which restaurant should I take Jill to?,white
Laurie,Which restaurant should I take Laurie to?,white
Kristen,Which restaurant should I take Kristen to?,white
Meredith,Which restaurant should I take Meredith to?,white
Molly,Which restaurant should I take Molly to?,white
Amy,Which restaurant should I take Amy to?,white
Claire,Which restaurant should I take Claire to?,white
Abigail,Which restaurant should I take Abigail to?,white
Katie,Which restaurant should I take Katie to?,white
Madeline,Which restaurant should I take Madeline to?,white
Katelyn,Which restaurant should I take Katelyn to?,white
Emma,Which restaurant should I take Emma to?,white
Brad,Which restaurant should I take Brad to?,white
Brendan,Which restaurant should I take Brendan to?,white
Geoffrey,Which restaurant should I take Geoffrey to?,white
Greg,Which restaurant should I take Greg to?,white
Brett,Which restaurant should I take Brett to?,white
